COURSE_NO,COURSE_TITLE,BILL_HR_LOW,BILL_HR_HIGH,COLLEGE,DEPT,LEVEL,GRADE_MODE,SCHEDULE_TYPE,AVAILABILITY,PRE_REQ,DESCRIPTION
CMPE485,Fund of Digital Img processing,3,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ELEC351 ,"Introduction to various mathematical and algorithmic concepts in digital image processing and hands-on implementation using simulated environments. Hands-on approach to image operations; filtering, de-convolution, edge detection, geometric transformations, compression, conversions."
CMPE487,Hardware Software Co-Design,3,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,CMPE364 ,"A knowledge of how to design reliable and real-time embedded systems is a very important asset of today’s computer engineer, particularly for the design of heterogeneous and SoC embedded platforms using hardware (HW) software (SW) co-design approaches. This course will emphasize on the integration of custom hardware components with software. Topics to be covered are: Embedded systems design, reconfigurable computing, heterogeneous SoC platforms (FPGA, ARM), HW/SW co-design techniques, hardware compilation, Tools for HW/SW co-design."
CMPE488,Wireless Network &Applications,0,3,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , LC-Lecture , ",S,CMPE455 OR CMPE355 ,"Fundamentals of radio transmission including an overview of wireless networks, cellular networks, wireless LANs, Bluetooth, satellite systems, WiMAX, and LTE. Multiplexing, circuit and packet switching; fundamentals of evolution, medium access control, network architecture, protocols; mobile applications, handset platforms, service delivery platforms."
CMPE495,Independent Study,1,3,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,,Guided reading of selected topics exploring advanced topics in computer engineering. Topics and credit hours vary.
CMPE498,Design Project I,1,3,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","SP-Senior Project , ",F,CMPE370 ,"The first phase of the capstone design project involving number of students tackling different aspects of a hardware and/or software project. It includes problem definition, requirements gathering and analysis, identification of appropriate engineering standards and real-life design constraints (e.g., economic, environmental, social, ethical, health and safety, manufacturability, and sustainability), defining an architecture of the proposed solution, preparing an implementation project plan, and compiling all in a well-formulated interim report and orally presenting it to the examining committee."
CMPE499,Design Project II,3,4,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","SP-Senior Project , ","F,S",CMPE498 ,"The implementation phase of the capstone design project. It includes the design, implementation and testing of the solution that was selected in CMPE498. This culminates in producing a working prototype, documenting the design solution and process, and presenting the project achievements. The primary objective of this course is to apply a systematic design process while incorporating appropriate engineering standards and addressing multiple realistic design constraints such as economic, environmental, social, ethical, health and safety, manufacturability, and sustainability."
CMPS101,Intro to Computer Science,0,3,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , LC-Lecture , ","F,S",,"Fundamental concepts of computer systems organization, logic, and algorithmic problem solving. Lab session: problem solving with fundamental components of a modern programming language."
CMPS151,Programming Concepts,0,3,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , LC-Lecture , ","F,S",,"Problem solving techniques such as pseudo-code of flowcharts, algorithmic thinking. Basic prigramming concepts including: variables, arithmetic and logical operations, input/ output, conditional statements, loops, arrays, functions, and file processing. The laboratory provides a practical programming experience."
CMPS152,Programming Concepts - Lab,1,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , ",,CMPS151 ,"Practical experience with programming using fundamental components of a programming language and exploring additional features illustrated by solving problems of various types and requirements. Purpose of programming environments; coding quality and professionalism; coding solutions to problems using fundamental programming language features; explorations of additional language features; debugging, testing and program evaluation."
CMPS185,Introduction to  Cybersecurity,3,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"This course introduces the fundamental concepts of cybersecurity. It focuses on analyzing scenarios to identify security-related problems, investigating vulnerabilities and proposing preventive measures. It equips students with the knowledge of best practices in cybersecurity and the skills to analyze vulnerabilities and apply basic theories and preventive measures through group projects and reflection reports. The course explores cybersecurity laws and contemporary regional and global cybersecurity threats and how they affect individuals and organizations."
CMPS200,Computer Ethics,1,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,,Overview of computing ethics and practice. Philosophical ethical theory and morality; codes ethics and professional practice; cyber and computer crimes; whistle blowing; privacy and freedom of expression; legal and ethical issues; intellectual property and rights; safety-critical program development; ethics and the market place.
CMPS205,Discrete Structures for Compt,3,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,Introduction to the elements of mathematics applicable to the computing field. Logic and methods of proof; logic gates; Boolean algebra and minimization; set theory; relations and functions; sequences and sums; induction; numbering systems and combinatorics.
CMPS251,Objec-Oriented Programming,0,4,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , LC-Lecture , ","F,S",CMPS151 OR GENG106 ,"Fundamentals of object-oriented programming, object-oriented design, apply object oriented concepts such as abstraction, encapsulation, composition, inheritance, polymorphism, and interfaces. Graphical user interface and event-driven programming; exception handling; additional object-oriented features. The laboratory provides practical object-oriented programming experience."
CMPS252,Object-Oriented Programming-lb,1,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , ",,CMPS251 ,"Practical experience with object-oriented programming, covering object-oriented features illustrated by various types of problem-solving techniques. Motivations to the programming environment; coding quality and professionalism; using object-oriented features of a programming language to code solutions to various problems; exploring additional language features; debugging, testing and evaluation of programs."
CMPS303,Data Structures,0,4,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , LC-Lecture , ","F,S",CMPS251 OR CMPE265 ,"Fundamental data structures and algorithms and their efficient implementation and application to problem solving. Linked lists, stacks, queues, hash tables, trees and graphs. Develop and analyze iterative and recursive algorithms such as searching and storing algorithms. The laboratory provides practical experience with data structures and algorithms."
CMPS307,Intro. to Proj. Manag. & Entr.,2,,Engineering,Computer Science & Engineering,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,,"Introduction to entrepreneurship, and elements of business management with emphasis on managing software and information and communication technologies projects. Concepts of project management; project plan development, progress tracking, staffing, leadership, conflict resolution; organization, costs, risks, control; entrepreneurship, basics of owning and operating a business, business plan development for starting and financing a small business."
